sarp-30-10-C-1,338.645,Optimal,,sfsarp-30-30-2,,Unknown
sarp-30-10-C-2,333.722,Optimal,,sfsarp-30-30-3,,Unknown
sarp-30-15-A-1,91.095,Optimal,,sfsarp-30-30-4,,Unknown
sarp-30-15-A-2,90.965,Optimal,,sfsarp-30-30-5,179.752,Optimal
sarp-30-15-B-1,121.466,Optimal,,sfsarp-5-15-1,29.9341,Optimal
sarp-30-15-B-2,124.928,Optimal,,sfsarp-5-15-2,29.7874,Optimal
sarp-30-15-C-1,394.392,Optimal,,sfsarp-5-15-3,29.9539,Optimal
sarp-30-15-C-2,390.513,Optimal,,sfsarp-5-15-4,29.9393,Optimal
sarp-30-20-A-1,107.344,Optimal,,sfsarp-5-15-5,29.9219,Optimal
sarp-30-20-A-2,97.696,Optimal,,sfsarp-5-20-1,30.0672,Optimal
sarp-30-20-B-1,121.208,Optimal,,sfsarp-5-20-2,30.1287,Optimal
sarp-30-20-B-2,116.518,Optimal,,sfsarp-5-20-3,29.7957,Optimal
sarp-30-20-C-1,387.992,Optimal,,sfsarp-5-20-4,29.9398,Optimal
sarp-30-20-C-2,434.673,Optimal,,sfsarp-5-20-5,29.9768,Optimal
sarp-30-30-A-1,117.187,Optimal,,sfsarp-5-30-1,29.9183,Optimal
sarp-30-30-A-2,133.021,Optimal,,sfsarp-5-30-2,30.0074,Optimal
sarp-30-30-B-1,162.924,Optimal,,sfsarp-5-30-3,29.891,Optimal
sarp-30-30-B-2,111.119,Optimal,,sfsarp-5-30-4,30.2566,Optimal
sarp-30-30-C-1,497.806,Optimal,,sfsarp-5-30-5,30.0283,Optimal
sarp-30-30-C-2,,Unknown,,,,
sarp-5-15-A-1,22.986,Optimal,,,,
sarp-5-15-A-2,13.885,Optimal,,,,
sarp-5-15-B-1,28.505,Optimal,,,,
sarp-5-15-B-2,23.684,Optimal,,,,
sarp-5-15-C-1,88.268,Optimal,,,,
sarp-5-15-C-2,62.846,Optimal,,,,
sarp-5-20-A-1,12.184,Optimal,,,,
sarp-5-20-A-2,25.498,Optimal,,,,
sarp-5-20-B-1,22.052,Optimal,,,,
sarp-5-20-B-2,33.83,Optimal,,,,
sarp-5-20-C-1,90.837,Optimal,,,,
sarp-5-20-C-2,86.3,Optimal,,,,
sarp-5-30-A-1,21.313,Optimal,,,,
sarp-5-30-A-2,17.444,Optimal,,,,
sarp-5-30-B-1,22.062,Optimal,,,,
sarp-5-30-B-2,29.181,Optimal,,,,
sarp-5-30-C-1,83.36,Optimal,,,,
sarp-5-30-C-2,116.455,Optimal,,,,
